reading_id,vehicle_id,engine_temp_c,rpm,battery_voltage,oil_pressure_psi,brake_fluid_level_percent,speed_kmh,driving_pattern,mileage_km
873,873,96.45,500,12.94,13.4,75.25,69,mixed,47471
874,874,93.13,2370,10.72,46.2,84.97,8,traffic,120071
875,875,84.42,2915,13.11,32.8,58.69,63,traffic,44137
876,876,82.71,2543,11.2,40.5,79.13,60,mixed,123631
877,877,82.37,1232,12.38,42.5,77.67,54,mixed,193072
878,878,89.76,3086,10.98,42.6,76.13,60,traffic,62911
879,879,101.12,3294,12.56,19.3,72.39,47,mixed,81238
880,880,87.83,1648,10.57,41.5,85.49,23,highway,103466
881,881,96.79,3607,12.24,43.4,78.29,25,traffic,172498
882,882,100.64,2610,12.4,35.5,74.81,47,traffic,154934
883,883,82.72,2876,11.92,41.8,70.33,32,traffic,236685
884,884,93.57,1294,12.53,33.4,13.11,44,traffic,123126
885,885,91.16,1749,12.98,39.2,24.02,8,traffic,234489
886,886,79.82,2363,12.91,30.1,11.95,64,traffic,86650
887,887,98.24,3088,11.81,22.0,50.08,36,mixed,123884
888,888,87.35,2779,13.09,41.1,29.66,31,mixed,18926
889,889,94.15,2369,12.35,32.3,30.97,56,mixed,30129
890,890,99.94,647,12.14,38.4,73.65,46,mixed,197525
891,891,108.71,2346,12.41,37.2,83.07,23,mixed,246101
892,892,109.16,1722,11.98,43.0,74.66,62,highway,241087
893,893,104.72,1962,12.13,44.1,78.76,32,highway,157335
894,894,105.97,2197,12.6,27.5,60.87,33,highway,225061
895,895,80.26,1819,11.66,35.4,66.09,51,traffic,198453
896,896,87.94,2411,12.06,34.5,59.95,36,traffic,39057
897,897,93.77,2490,12.68,19.8,58.59,54,mixed,140210
898,898,89.23,1980,12.46,31.7,86.21,55,highway,260972
899,899,98.69,2088,12.55,40.0,55.82,60,traffic,114195
900,900,96.85,2786,11.99,40.8,87.51,25,traffic,185053
901,901,82.59,2805,12.11,11.2,89.88,86,traffic,75610
902,902,113.82,2789,12.35,12.5,79.49,37,mixed,161413
903,903,76.67,2758,12.25,39.0,39.06,48,mixed,99272
904,904,106.68,2968,12.27,29.2,68.09,38,traffic,218872
905,905,87.82,2370,11.93,35.0,27.43,42,mixed,136208
906,906,78.06,1496,12.42,29.1,59.52,49,mixed,80903
907,907,87.54,3811,12.13,39.0,61.42,33,traffic,229581
908,908,103.18,2983,12.38,47.4,83.41,53,highway,188563
909,909,87.79,1578,12.53,32.3,70.11,34,traffic,219234
910,910,103.67,947,11.74,26.7,82.15,82,highway,142020
911,911,94.45,1487,13.22,18.0,69.85,17,traffic,186144
912,912,104.62,1764,11.42,40.9,87.1,53,mixed,47443
913,913,83.48,2222,12.91,38.4,85.72,41,traffic,190149
914,914,88.54,2558,11.99,39.9,53.35,54,traffic,278086
915,915,89.92,1565,12.92,18.3,80.24,21,traffic,62988
916,916,95.13,2905,12.86,48.1,41.46,92,highway,189100
917,917,85.13,3371,12.82,39.4,74.83,31,highway,187338
918,918,101.46,1140,11.76,27.8,54.04,41,mixed,20831
919,919,98.38,1595,13.21,39.3,20.35,40,traffic,24588
920,920,107.56,2280,13.28,20.9,81.04,17,traffic,215437
921,921,87.7,2451,12.89,39.7,81.72,58,mixed,31266
922,922,93.6,1598,12.25,15.4,67.43,65,highway,207572
923,923,95.0,2556,12.62,30.2,37.31,57,highway,229343
924,924,92.71,1786,11.84,40.6,60.21,29,traffic,243549
925,925,104.57,2113,10.64,37.4,49.15,72,highway,226866
926,926,83.86,2168,12.07,44.6,28.51,54,traffic,240858
927,927,97.41,1979,13.15,39.0,88.93,72,traffic,131279
928,928,83.39,1951,12.62,43.8,76.09,17,traffic,152597
929,929,89.22,2949,12.33,39.9,34.94,41,traffic,219522
930,930,75.89,2277,12.63,29.4,30.73,19,traffic,192612
931,931,84.6,1975,10.94,28.2,64.69,71,highway,249935
932,932,94.41,1621,12.5,33.3,25.23,21,mixed,90269
933,933,86.3,2530,10.65,31.8,81.77,94,highway,20036
934,934,90.03,2083,12.07,41.0,55.58,26,mixed,261299
935,935,101.7,3114,12.78,34.3,77.91,7,traffic,92715
936,936,87.28,2737,12.5,28.0,26.83,40,traffic,166223
937,937,83.78,2244,13.42,22.1,67.89,34,traffic,90409
938,938,98.02,1872,12.63,35.9,30.59,41,traffic,95729
939,939,107.15,1964,11.82,26.1,72.99,31,traffic,141372
940,940,92.65,3734,12.12,39.6,26.89,46,traffic,96816
941,941,97.25,2072,12.85,32.4,57.84,91,highway,144500
942,942,96.99,3356,11.98,19.3,86.93,43,traffic,252248
943,943,96.15,1852,12.5,42.2,74.75,47,traffic,196410
944,944,83.35,2294,12.42,40.2,75.82,32,traffic,224279
945,945,87.66,1293,13.13,38.7,79.11,22,mixed,234006
946,946,97.39,3675,11.89,44.2,77.39,16,traffic,219673
947,947,95.16,2172,11.25,42.5,63.25,45,mixed,149684
948,948,85.17,3744,12.18,30.8,86.29,31,traffic,234196
949,949,93.49,3436,12.76,37.5,65.85,32,mixed,62460
950,950,106.52,3000,13.54,43.2,70.6,17,traffic,88863
951,951,92.96,2332,10.7,38.4,64.72,68,mixed,50526
952,952,93.26,1867,12.63,40.9,92.19,24,traffic,176108
953,953,77.02,2144,12.92,40.2,86.34,64,traffic,115653
954,954,102.64,2788,12.3,29.9,72.53,97,highway,87543
955,955,94.26,2034,12.78,35.3,85.06,59,traffic,104319
956,956,97.89,2970,12.32,42.6,85.78,20,mixed,266710
957,957,103.06,2372,12.74,42.1,63.17,47,mixed,275208
958,958,96.64,3653,12.64,45.6,60.45,20,mixed,99801
959,959,94.68,2929,12.83,37.3,66.03,35,traffic,141672
960,960,106.36,1311,13.05,29.9,68.16,48,traffic,181307
961,961,79.51,1520,12.26,48.5,47.07,67,traffic,231237
962,962,88.38,885,12.28,49.4,30.6,51,traffic,169516
963,963,89.0,2212,12.36,38.1,24.53,80,mixed,181661
964,964,105.09,3838,12.21,39.6,75.97,36,traffic,239027
965,965,79.69,1894,12.51,40.4,27.34,43,mixed,130027
966,966,99.22,2080,12.39,33.5,65.91,30,traffic,103146
967,967,96.46,3267,12.29,41.5,61.45,24,traffic,82148
968,968,86.8,3169,12.46,16.2,62.84,57,mixed,130329
969,969,88.46,2922,12.99,36.7,38.6,68,highway,22581
970,970,93.03,4190,12.26,15.9,55.98,40,traffic,167812
971,971,102.27,1848,12.28,29.1,59.87,90,highway,265103
972,972,92.26,3099,12.4,43.7,81.98,32,mixed,152553
973,973,97.36,3056,12.48,22.7,85.44,61,traffic,164168
974,974,102.22,3362,12.31,30.4,45.13,25,mixed,150351
975,975,100.6,2215,12.17,23.0,59.11,61,traffic,106498
976,976,92.71,3018,13.12,27.8,25.41,31,traffic,188867
977,977,85.14,2663,12.48,27.3,64.7,13,traffic,134013
978,978,92.39,1269,12.81,40.1,83.19,39,highway,33037
979,979,93.81,834,12.54,38.5,57.79,18,traffic,193445
980,980,100.46,1629,11.7,47.4,40.38,32,traffic,87201
981,981,97.98,2592,12.67,43.6,43.56,100,highway,110652
982,982,94.05,1766,12.16,12.2,55.9,31,traffic,236498
983,983,93.73,1747,11.64,46.3,47.34,53,traffic,249932
984,984,98.43,1305,12.35,41.5,49.62,34,traffic,131582
985,985,81.54,957,10.58,36.0,72.79,47,mixed,44754
986,986,79.64,2397,12.61,46.0,89.85,38,mixed,33003
987,987,91.22,1828,10.29,28.9,55.83,69,mixed,76269
988,988,87.18,2884,11.91,33.7,26.06,22,traffic,104957
989,989,102.2,4302,11.97,42.6,61.34,31,traffic,92961
990,990,83.32,4629,11.95,34.8,97.17,21,traffic,30679
991,991,89.31,1009,11.88,29.4,59.52,66,highway,35389
992,992,96.91,3869,12.81,42.0,95.78,45,mixed,72625
993,993,89.46,4050,12.65,36.0,58.23,19,traffic,246351
994,994,108.94,1995,12.55,17.9,62.5,51,mixed,52251
995,995,86.91,2566,13.0,34.3,75.27,88,traffic,24728
996,996,92.7,1076,12.29,16.5,56.73,39,traffic,110998
997,997,85.87,1713,11.17,33.3,63.25,60,highway,165698
998,998,80.65,1509,13.08,36.8,83.07,74,highway,260795
999,999,83.4,500,12.65,20.5,54.37,41,traffic,200632
1000,1000,98.76,2546,12.02,29.9,75.27,36,mixed,144138
1001,1001,98.67,937,12.18,16.1,63.76,55,mixed,167016
1002,1002,97.24,1316,12.34,40.6,73.73,53,mixed,210471
1003,1003,98.94,2347,12.69,22.4,69.81,18,traffic,202686
1004,1004,103.59,1126,13.37,28.0,40.7,0,traffic,248054
1005,1005,99.27,2944,12.75,28.7,31.76,69,highway,42971
1006,1006,85.52,1635,12.96,41.9,75.65,64,mixed,156298
1007,1007,98.97,2140,12.87,22.1,74.29,26,highway,186107
1008,1008,95.5,2861,10.81,36.2,64.05,43,mixed,208496
1009,1009,100.78,1263,12.45,23.5,78.98,22,traffic,130017
1010,1010,90.31,3477,12.43,36.8,88.63,13,traffic,189622
1011,1011,75.6,1906,12.65,48.5,86.28,85,highway,227713
1012,1012,93.63,1928,12.54,29.3,11.22,38,highway,75630
1013,1013,100.53,2652,12.75,30.9,67.83,55,highway,264387
1014,1014,93.97,1832,12.49,48.9,64.58,81,traffic,158163
1015,1015,90.04,1163,12.6,44.5,75.95,43,mixed,28422
1016,1016,100.22,2450,11.8,40.7,60.07,106,highway,20639
1017,1017,97.22,878,12.28,44.2,23.97,55,mixed,244164
1018,1018,102.29,2186,12.5,35.3,36.45,0,traffic,279526
1019,1019,105.57,2468,12.29,36.1,59.45,77,traffic,266445
1020,1020,110.06,2066,12.93,28.2,78.82,66,traffic,207340
1021,1021,104.49,2223,12.33,19.7,79.56,73,highway,245553
1022,1022,100.11,2468,12.81,23.9,44.81,45,traffic,54263
1023,1023,102.35,3331,11.96,37.0,67.62,40,traffic,217833
1024,1024,89.96,500,12.32,50.3,39.03,4,traffic,206805
1025,1025,84.95,2254,13.02,13.8,76.01,54,mixed,117390
1026,1026,107.46,2648,12.49,26.8,72.86,62,traffic,21374
1027,1027,94.19,1933,12.26,27.1,98.0,51,traffic,94827
1028,1028,88.1,3282,13.01,29.3,70.47,49,traffic,210404
1029,1029,100.24,1128,12.47,36.6,23.72,34,traffic,67104
1030,1030,89.67,1950,11.0,34.5,66.68,66,mixed,72759
1031,1031,86.72,3289,12.89,53.9,66.19,11,traffic,54746
1032,1032,85.41,1858,12.96,45.8,22.04,49,highway,199978
1033,1033,88.88,1881,12.61,34.8,80.57,51,mixed,139633
1034,1034,106.69,1927,12.6,29.7,37.66,38,traffic,53744
1035,1035,82.77,1735,13.02,45.0,87.1,31,highway,226307
1036,1036,91.77,1719,12.62,40.5,35.6,26,traffic,175050
1037,1037,101.86,2619,11.1,27.9,60.97,40,highway,142903
1038,1038,86.65,1354,12.98,38.8,75.36,44,traffic,184278
1039,1039,104.18,1987,12.62,35.4,87.3,68,highway,254175
1040,1040,87.72,916,12.65,41.6,32.26,51,highway,112997
1041,1041,108.46,2962,12.68,41.2,60.3,13,traffic,80833
1042,1042,91.78,2299,12.98,41.8,79.99,41,highway,250859
1043,1043,85.21,2031,12.54,33.5,31.21,67,highway,177933
1044,1044,96.21,3338,12.48,33.0,63.77,31,mixed,151257
1045,1045,86.12,1383,12.44,40.2,80.95,37,mixed,29154
1046,1046,107.21,2727,12.81,23.3,66.08,70,traffic,271644
1047,1047,94.19,2463,12.88,45.8,61.44,19,traffic,22292
1048,1048,95.78,2312,12.36,42.9,82.04,87,mixed,56495
1049,1049,86.88,1529,12.61,22.1,64.65,78,traffic,81700
1050,1050,96.61,2403,12.16,35.3,30.04,75,highway,274421
1051,1051,83.22,2812,12.86,52.4,73.79,59,mixed,131871
1052,1052,115.18,2384,11.5,22.7,73.8,43,traffic,230462
1053,1053,100.13,1688,12.67,27.6,58.67,87,highway,268922
1054,1054,88.35,2271,12.43,42.9,72.0,68,mixed,276927
1055,1055,89.25,2629,12.86,44.7,25.98,51,highway,62544
1056,1056,89.25,2233,11.62,46.7,88.78,28,mixed,260329
1057,1057,102.74,1385,12.2,31.1,60.53,37,mixed,120648
1058,1058,98.23,2575,12.51,40.5,89.75,75,mixed,266534
1059,1059,92.59,3808,12.61,31.1,77.65,31,traffic,82186
1060,1060,104.52,2717,12.53,36.5,79.46,56,mixed,31201
1061,1061,84.9,2730,12.53,23.1,72.51,52,mixed,52881
1062,1062,92.87,2152,11.81,41.6,59.23,81,mixed,138192
1063,1063,101.41,2076,10.37,40.2,59.01,71,highway,79884
1064,1064,107.25,4546,13.05,48.3,72.51,40,highway,279642
1065,1065,87.34,3777,12.76,46.6,98.0,38,mixed,140921
1066,1066,77.38,2920,12.75,26.0,36.54,48,mixed,172064
1067,1067,99.54,2341,12.15,19.0,46.2,57,highway,230677
1068,1068,91.96,1941,10.68,43.2,55.93,75,mixed,87692
1069,1069,96.18,2534,11.63,30.8,66.76,44,traffic,266640
1070,1070,96.74,2067,12.97,44.5,80.16,44,mixed,192354
1071,1071,100.36,1373,13.14,43.2,53.43,9,traffic,66126
1072,1072,96.09,824,12.26,30.3,86.67,59,mixed,66645
1073,1073,89.43,1910,12.71,40.3,82.73,73,highway,127473
1074,1074,81.18,1222,11.56,43.6,63.03,82,traffic,104443
1075,1075,81.24,1631,11.16,24.9,49.75,40,highway,210677
1076,1076,102.09,2213,12.71,32.9,69.1,83,traffic,277079
1077,1077,97.81,3695,12.54,49.0,78.07,30,mixed,250090
1078,1078,89.48,2517,12.39,20.6,89.5,19,traffic,257219
1079,1079,99.78,1412,12.1,31.0,72.9,63,mixed,224327
1080,1080,84.5,1861,13.31,45.9,44.86,81,mixed,213213
1081,1081,98.13,2973,11.39,36.2,75.07,40,mixed,25997
1082,1082,93.59,2555,12.43,34.9,76.34,63,mixed,213734
1083,1083,107.81,2843,12.05,27.7,40.36,76,mixed,266566
1084,1084,87.01,1771,12.22,44.5,79.98,33,traffic,203780
1085,1085,88.99,500,13.05,39.5,60.06,28,traffic,253821
1086,1086,91.49,3181,12.62,39.4,68.58,37,traffic,164719
1087,1087,103.69,3230,12.25,22.8,79.41,33,traffic,94386
1088,1088,96.29,4031,12.32,37.9,67.89,39,traffic,128110
1089,1089,89.38,1481,11.97,39.2,29.81,32,mixed,210175
1090,1090,100.03,3406,12.47,39.9,73.25,33,traffic,71847
1091,1091,108.41,4003,11.87,39.5,63.88,45,highway,201833
1092,1092,90.07,2646,12.83,29.6,83.04,78,mixed,236626
1093,1093,78.4,965,11.0,32.9,52.43,48,mixed,37703
1094,1094,85.16,2349,12.79,47.4,82.3,10,traffic,149181
1095,1095,86.85,3153,12.13,39.8,28.92,63,mixed,118487
1096,1096,89.56,3583,12.62,41.0,69.24,17,traffic,113569
1097,1097,92.69,2597,11.95,22.8,43.03,72,traffic,91374
1098,1098,87.66,2774,12.44,25.3,72.78,42,mixed,86820
1099,1099,108.11,2108,12.97,35.6,85.23,45,mixed,68812
1100,1100,82.78,2507,12.51,40.2,78.83,32,traffic,107564
1101,1101,73.63,3106,10.39,31.1,91.79,40,traffic,30619
1102,1102,98.47,2123,12.54,27.9,76.5,58,traffic,26429
1103,1103,109.44,2440,12.34,20.2,63.92,50,traffic,156450
1104,1104,92.31,2276,13.1,26.9,79.07,62,traffic,176135
1105,1105,91.99,2799,12.23,20.8,86.05,26,traffic,67564
1106,1106,104.44,2798,12.62,18.7,58.6,19,traffic,171906
1107,1107,105.38,2269,11.85,36.0,88.15,75,highway,210294
1108,1108,87.57,2629,12.72,46.7,77.6,32,traffic,119612
1109,1109,105.18,2230,11.93,26.8,75.65,23,traffic,68336
1110,1110,95.13,1897,12.98,43.4,51.15,39,traffic,79715
1111,1111,90.35,3236,12.52,37.3,59.57,22,mixed,187893
1112,1112,97.33,1662,10.81,34.0,65.85,73,highway,160154
1113,1113,103.21,2434,12.52,25.1,32.71,52,traffic,117494
1114,1114,106.39,2254,12.36,36.8,68.84,33,mixed,80812
1115,1115,111.89,3470,12.29,49.5,90.36,24,traffic,24328
1116,1116,87.58,2247,12.64,19.7,92.07,59,highway,50709
1117,1117,83.43,2070,12.69,42.9,76.34,70,traffic,123529
1118,1118,94.38,2014,11.97,53.4,29.96,66,traffic,114476
1119,1119,97.91,2523,13.18,45.9,44.11,66,traffic,32067
1120,1120,92.13,2068,12.4,17.2,75.27,18,traffic,84524
1121,1121,93.47,1947,13.32,41.7,85.56,62,highway,265457
1122,1122,93.94,830,11.78,44.1,72.44,37,mixed,115080
1123,1123,102.65,3285,12.76,36.7,61.08,45,traffic,25813
1124,1124,94.92,2431,12.59,52.3,41.18,30,highway,252713
1125,1125,94.97,3367,11.94,36.1,67.38,31,traffic,221763
1126,1126,95.48,2273,13.04,50.8,71.93,76,mixed,31555
1127,1127,90.69,1824,12.88,37.7,76.6,54,traffic,81872
1128,1128,86.55,2276,12.45,28.1,27.05,66,traffic,141248
1129,1129,106.34,3526,13.2,27.6,62.06,72,highway,85491
1130,1130,84.0,2429,12.54,40.9,79.89,61,mixed,212014
1131,1131,92.97,3792,13.11,43.0,76.63,27,traffic,132602
1132,1132,86.57,1940,12.89,29.1,78.78,61,traffic,266967
1133,1133,79.27,2834,12.72,45.6,80.47,31,highway,257541
1134,1134,100.73,2585,11.86,35.9,90.14,0,traffic,207729
1135,1135,87.39,2314,12.23,41.0,31.44,48,traffic,187087
1136,1136,91.92,1343,13.08,29.6,38.25,67,traffic,60858
1137,1137,88.85,2098,13.08,43.9,30.1,11,traffic,210034
1138,1138,78.85,3127,9.5,35.2,86.27,36,traffic,113228
1139,1139,92.48,3259,12.39,25.3,75.78,4,traffic,167697
1140,1140,91.08,912,13.02,22.5,66.19,43,traffic,63440
1141,1141,99.5,1292,12.76,41.8,45.29,72,traffic,84513
1142,1142,89.18,2472,12.87,26.1,71.78,8,traffic,256217
1143,1143,104.08,3850,12.25,45.5,83.82,30,mixed,89847
1144,1144,83.58,1396,11.64,29.4,67.26,26,mixed,233013
1145,1145,85.03,3117,11.19,25.1,62.07,42,traffic,157244
1146,1146,92.05,1004,11.3,42.3,64.41,53,traffic,159887
1147,1147,81.96,2673,12.64,42.9,34.58,15,traffic,100610
1148,1148,83.65,1133,12.01,42.3,77.81,44,traffic,240524
1149,1149,99.23,3674,12.05,40.8,64.09,27,highway,123881
1150,1150,94.64,511,12.78,47.1,85.01,50,highway,100866
1151,1151,94.0,3684,12.38,39.3,80.7,24,mixed,157403
1152,1152,98.6,3638,12.43,47.8,82.27,25,highway,173620
1153,1153,105.39,2872,12.87,38.3,68.27,45,traffic,37827
1154,1154,98.58,3216,12.69,19.2,78.36,10,traffic,96559
1155,1155,91.13,2366,12.92,46.9,72.83,89,mixed,207764
1156,1156,111.25,1810,12.39,33.9,77.8,52,traffic,118490
1157,1157,96.0,2018,12.63,37.8,92.38,69,mixed,121762
1158,1158,93.43,1329,11.85,29.5,76.57,61,traffic,178813
1159,1159,92.61,3139,12.41,44.4,63.32,35,mixed,80370
1160,1160,92.75,1104,11.95,30.9,62.84,19,traffic,102652
1161,1161,87.46,500,12.78,40.8,29.14,49,traffic,30015
1162,1162,91.66,1968,13.04,12.7,52.92,35,traffic,235973
1163,1163,92.26,2678,12.62,44.2,78.51,54,mixed,93223
1164,1164,88.53,1587,11.95,11.8,71.39,37,highway,247705
1165,1165,92.73,2858,12.75,39.3,25.39,32,mixed,74210
1166,1166,99.73,3624,12.85,41.8,83.61,26,highway,206272
1167,1167,88.68,2646,12.79,38.2,79.79,25,highway,121027
1168,1168,94.7,2650,12.27,37.0,70.44,39,mixed,120878
1169,1169,95.58,2493,12.85,33.3,23.08,41,mixed,259490
1170,1170,100.87,3286,11.74,31.2,81.04,23,mixed,22623
1171,1171,98.63,2188,11.33,37.8,49.03,24,traffic,239015
1172,1172,85.68,1817,11.4,31.1,68.74,55,traffic,266853
1173,1173,112.29,3159,12.59,46.4,77.58,41,highway,189549
1174,1174,101.83,2802,12.0,31.4,76.21,34,highway,271528
1175,1175,102.14,1542,12.78,20.4,47.28,20,traffic,35544
1176,1176,97.12,1866,11.68,40.2,75.13,10,traffic,156571
1177,1177,89.59,1576,11.73,26.8,77.24,56,mixed,88622
1178,1178,89.47,3109,12.49,17.7,66.67,45,mixed,192180
1179,1179,89.25,2111,11.88,44.1,35.42,52,traffic,207801
1180,1180,99.98,1870,10.63,44.9,58.59,51,highway,225705
1181,1181,95.56,2186,12.03,43.4,34.61,31,highway,270519
1182,1182,107.0,1861,12.64,27.6,71.57,11,traffic,62673
1183,1183,93.63,3228,12.33,42.2,76.07,13,traffic,263712
1184,1184,98.29,1876,11.59,18.9,77.64,46,traffic,135683
1185,1185,88.32,1511,11.08,28.7,71.98,60,mixed,201595
1186,1186,89.73,4313,12.45,30.5,71.84,9,traffic,146190
1187,1187,104.21,2051,12.41,40.9,62.01,20,traffic,236370
1188,1188,94.99,4073,12.56,47.7,88.67,21,highway,133427
1189,1189,103.74,1919,12.48,33.7,59.54,33,traffic,250746
1190,1190,100.67,642,13.12,40.4,42.31,51,traffic,220459
1191,1191,98.97,1570,12.63,11.8,68.52,1,traffic,244053
1192,1192,89.98,3415,12.15,33.4,68.62,0,traffic,211814
1193,1193,89.46,1214,11.46,39.8,73.7,72,traffic,258490
1194,1194,103.72,2987,12.16,38.8,69.47,26,mixed,271514
1195,1195,86.41,3271,12.66,42.9,77.91,3,traffic,42974
1196,1196,103.4,3366,12.16,31.8,85.96,54,mixed,226755
1197,1197,89.38,1526,10.98,41.3,60.72,50,mixed,141655
1198,1198,94.73,2166,12.42,27.0,63.67,61,mixed,151471
1199,1199,89.77,3004,11.91,13.3,78.46,20,mixed,154078
1200,1200,81.93,1433,12.71,30.2,34.48,51,traffic,144141
1201,1201,78.38,2454,12.37,40.2,80.41,59,highway,252645
1202,1202,99.63,2391,11.63,32.2,61.99,37,traffic,241120
1203,1203,88.57,1919,11.9,33.0,91.76,31,traffic,135729
1204,1204,89.14,1726,11.45,35.5,71.79,50,mixed,221958
1205,1205,88.15,1664,12.99,50.9,85.66,51,highway,149796
1206,1206,94.24,1944,13.02,42.6,83.47,28,mixed,114139
1207,1207,80.73,1738,13.23,44.2,83.2,20,mixed,33491
1208,1208,81.7,2357,12.44,25.0,60.59,30,mixed,92346
1209,1209,88.16,1894,12.69,33.3,74.59,37,highway,193981
1210,1210,90.25,2231,10.4,35.8,67.38,59,traffic,215743
1211,1211,98.57,1991,12.63,29.0,82.36,58,traffic,94994
1212,1212,99.45,3760,11.76,33.3,54.25,13,traffic,82073
1213,1213,91.98,2425,12.83,34.5,74.83,54,highway,231473
1214,1214,92.05,1088,12.49,43.5,25.83,27,traffic,63264
1215,1215,109.63,3498,11.64,22.1,81.03,0,traffic,178829
1216,1216,111.62,3345,12.98,32.9,98.0,62,mixed,148885
1217,1217,92.0,1525,12.48,44.7,82.1,83,highway,170230
