reading_id,vehicle_id,make,model,year,engine_type,fuel_type,transmission,mileage_km,region_driven
634,634,Suzuki,Jimny,2022,4-cylinder,Petrol,Manual,71524,Athurugiriya
635,635,Nissan,Tiida,2015,4-cylinder,Petrol,Automatic,152411,Battaramulla
636,636,Honda,City,2017,4-cylinder,Petrol,Automatic,55387,Nugegoda
637,637,Honda,Civic,2018,4-cylinder,Petrol,Manual,129630,Koswatta
638,638,Toyota,Axio,2012,4-cylinder,Petrol,Automatic,77015,Malabe
639,639,Suzuki,Jimny,2008,4-cylinder,Petrol,Manual,269866,Malabe
640,640,Toyota,Hiace,2011,4-cylinder,Diesel,Manual,255029,Battaramulla
641,641,Suzuki,Jimny,2007,4-cylinder,Petrol,Manual,107363,Kaduwela
642,642,Toyota,Hiace,2015,4-cylinder,Diesel,Manual,49216,Battaramulla
643,643,Hyundai,Elantra,2021,4-cylinder,Petrol,Automatic,171272,Battaramulla
644,644,Toyota,Corolla,2015,4-cylinder,Petrol,Manual,170165,Boralesgamuwa
645,645,Toyota,Corolla,2008,4-cylinder,Petrol,Manual,127753,Malabe
646,646,Suzuki,Swift,2013,4-cylinder,Petrol,Manual,122077,Athurugiriya
647,647,Toyota,Axio,2010,4-cylinder,Petrol,Automatic,81146,Malabe
648,648,Toyota,Hiace,2010,4-cylinder,Diesel,Manual,166820,Thalawathugoda
649,649,Mazda,Demio,2013,4-cylinder,Petrol,Automatic,222694,Nugegoda
650,650,Toyota,Hiace,2010,4-cylinder,Diesel,Manual,89105,Sri Jayawardenepura Kotte
651,651,Suzuki,Jimny,2006,4-cylinder,Petrol,Manual,182157,Hokandara
652,652,Perodua,Myvi,2013,3-cylinder,Petrol,Automatic,29748,Koswatta
653,653,Toyota,Corolla,2009,4-cylinder,Petrol,Manual,177173,Sri Jayawardenepura Kotte
654,654,Toyota,Allion,2014,4-cylinder,Petrol,Automatic,157771,Athurugiriya
655,655,Suzuki,Jimny,2023,4-cylinder,Petrol,Manual,79817,Rajagiriya
656,656,Toyota,Corolla,2009,4-cylinder,Petrol,Manual,212357,Pannipitiya
657,657,Hyundai,Elantra,2017,4-cylinder,Petrol,Automatic,177495,Hokandara
658,658,Mazda,Demio,2017,4-cylinder,Petrol,Automatic,53601,Kaduwela
659,659,Perodua,Myvi,2012,3-cylinder,Petrol,Automatic,61212,Sri Jayawardenepura Kotte
660,660,Suzuki,Alto,2019,3-cylinder,Petrol,Automatic,18526,Sri Jayawardenepura Kotte
661,661,Kia,Cerato,2016,4-cylinder,Petrol,Automatic,123673,Athurugiriya
662,662,Hyundai,Elantra,2007,4-cylinder,Petrol,Automatic,114365,Kaduwela
663,663,Toyota,Yaris,2022,4-cylinder,Petrol,Automatic,65763,Kottawa
664,664,Hyundai,Accent,2023,4-cylinder,Petrol,Manual,79560,Rajagiriya
665,665,Toyota,Premio,2022,4-cylinder,Petrol,Automatic,78424,Athurugiriya
666,666,Perodua,Myvi,2016,3-cylinder,Petrol,Automatic,164400,Kottawa
667,667,Suzuki,Swift,2006,4-cylinder,Petrol,Manual,30414,Athurugiriya
668,668,Suzuki,Jimny,2023,4-cylinder,Petrol,Manual,129259,Malabe
669,669,Nissan,Tiida,2016,4-cylinder,Petrol,Automatic,193349,Rajagiriya
670,670,Toyota,Hiace,2008,4-cylinder,Diesel,Manual,59980,Koswatta
671,671,Toyota,Vios,2015,4-cylinder,Petrol,Automatic,102054,Maharagama
672,672,Hyundai,Accent,2021,4-cylinder,Petrol,Manual,153288,Sri Jayawardenepura Kotte
673,673,Honda,Grace,2007,4-cylinder,Petrol Hybrid,Automatic,107786,Thalawathugoda
674,674,Kia,Cerato,2005,4-cylinder,Petrol,Automatic,27252,Pannipitiya
675,675,Kia,Cerato,2005,4-cylinder,Petrol,Automatic,144706,Nugegoda
676,676,Honda,City,2008,4-cylinder,Petrol,Automatic,146568,Thalawathugoda
677,677,Hyundai,Elantra,2010,4-cylinder,Petrol,Automatic,113587,Hokandara
678,678,Kia,Cerato,2018,4-cylinder,Petrol,Automatic,72767,Maharagama
679,679,Honda,Vezel,2017,4-cylinder,Petrol Hybrid,Automatic,257523,Kottawa
680,680,Toyota,Corolla,2014,4-cylinder,Petrol,Manual,32340,Malabe
681,681,Toyota,Axio,2008,4-cylinder,Petrol,Automatic,108983,Hokandara
682,682,Perodua,Myvi,2013,3-cylinder,Petrol,Automatic,51910,Thalawathugoda
683,683,Kia,Rio,2021,4-cylinder,Petrol,Automatic,62349,Koswatta
684,684,Toyota,Yaris,2018,4-cylinder,Petrol,Automatic,231390,Thalawathugoda
685,685,Perodua,Axia,2012,3-cylinder,Petrol,Automatic,61591,Hokandara
686,686,Suzuki,Jimny,2013,4-cylinder,Petrol,Manual,99700,Boralesgamuwa
687,687,Toyota,Allion,2010,4-cylinder,Petrol,Automatic,141625,Nugegoda
688,688,Toyota,Hiace,2016,4-cylinder,Diesel,Manual,32982,Malabe
689,689,Kia,Cerato,2013,4-cylinder,Petrol,Automatic,232736,Pannipitiya
690,690,Honda,Civic,2014,4-cylinder,Petrol,Manual,37792,Thalawathugoda
691,691,Kia,Rio,2006,4-cylinder,Petrol,Automatic,111823,Maharagama
692,692,Mazda,Axela,2021,4-cylinder,Petrol,Automatic,104708,Malabe
693,693,Suzuki,Jimny,2019,4-cylinder,Petrol,Manual,110804,Hokandara
694,694,Mitsubishi,Attrage,2011,4-cylinder,Petrol,Automatic,229644,Hokandara
695,695,Toyota,Vios,2023,4-cylinder,Petrol,Automatic,277848,Pannipitiya
696,696,Hyundai,Accent,2014,4-cylinder,Petrol,Manual,279316,Battaramulla
697,697,Suzuki,Baleno,2013,4-cylinder,Petrol,Automatic,126903,Thalawathugoda
698,698,Kia,Rio,2018,4-cylinder,Petrol,Automatic,31913,Hokandara
699,699,Honda,Civic,2017,4-cylinder,Petrol,Manual,118520,Hokandara
700,700,Nissan,Sunny,2007,4-cylinder,Petrol,Manual,199452,Athurugiriya
701,701,Suzuki,Wagon R,2015,3-cylinder,Petrol,Automatic,86987,Battaramulla
702,702,Suzuki,Jimny,2012,4-cylinder,Petrol,Manual,254190,Malabe
703,703,Honda,Vezel,2005,4-cylinder,Petrol Hybrid,Automatic,190462,Hokandara
704,704,Toyota,Corolla,2020,4-cylinder,Petrol,Manual,68524,Malabe
705,705,Honda,Fit,2023,4-cylinder,Petrol,Automatic,116841,Kaduwela
706,706,Hyundai,i10,2009,3-cylinder,Petrol,Automatic,70975,Rajagiriya
707,707,Suzuki,Baleno,2017,4-cylinder,Petrol,Automatic,142836,Athurugiriya
708,708,Toyota,Premio,2021,4-cylinder,Petrol,Automatic,107497,Kottawa
709,709,Honda,Fit,2020,4-cylinder,Petrol,Automatic,279527,Athurugiriya
710,710,Mitsubishi,Lancer,2021,4-cylinder,Petrol,Manual,241187,Pannipitiya
711,711,Toyota,Premio,2008,4-cylinder,Petrol,Automatic,148725,Pannipitiya
712,712,Tata,Indica,2010,4-cylinder,Petrol,Manual,59395,Thalawathugoda
713,713,Perodua,Myvi,2014,3-cylinder,Petrol,Automatic,140354,Hokandara
714,714,Mazda,Axela,2005,4-cylinder,Petrol,Automatic,201096,Malabe
715,715,Tata,Indica,2016,4-cylinder,Petrol,Manual,269622,Maharagama
716,716,Hyundai,Accent,2016,4-cylinder,Petrol,Manual,44988,Battaramulla
717,717,Toyota,Corolla,2011,4-cylinder,Petrol,Manual,81086,Koswatta
718,718,Tata,Indica,2022,4-cylinder,Petrol,Manual,41063,Nugegoda
719,719,Toyota,Hiace,2011,4-cylinder,Diesel,Manual,206446,Pannipitiya
720,720,Mazda,Demio,2009,4-cylinder,Petrol,Automatic,263515,Hokandara
721,721,Hyundai,i10,2010,3-cylinder,Petrol,Automatic,250378,Athurugiriya
722,722,Nissan,Sunny,2013,4-cylinder,Petrol,Manual,96545,Malabe
723,723,Mitsubishi,Lancer,2017,4-cylinder,Petrol,Manual,237351,Boralesgamuwa
724,724,Suzuki,Baleno,2007,4-cylinder,Petrol,Automatic,142243,Nugegoda
725,725,Suzuki,Alto,2013,3-cylinder,Petrol,Automatic,215983,Pannipitiya
726,726,Tata,Indica,2018,4-cylinder,Petrol,Manual,254079,Malabe
727,727,Toyota,Hiace,2009,4-cylinder,Diesel,Manual,174375,Battaramulla
728,728,Suzuki,Wagon R,2006,3-cylinder,Petrol,Automatic,258630,Athurugiriya
729,729,Honda,City,2006,4-cylinder,Petrol,Automatic,214722,Pannipitiya
730,730,Hyundai,Elantra,2022,4-cylinder,Petrol,Automatic,75216,Battaramulla
731,731,Mitsubishi,Lancer,2020,4-cylinder,Petrol,Manual,162730,Sri Jayawardenepura Kotte
732,732,Toyota,Hiace,2011,4-cylinder,Diesel,Manual,218765,Sri Jayawardenepura Kotte
733,733,Hyundai,Accent,2007,4-cylinder,Petrol,Manual,152099,Athurugiriya
734,734,Toyota,Allion,2016,4-cylinder,Petrol,Automatic,202028,Thalawathugoda
735,735,Tata,Indica,2013,4-cylinder,Petrol,Manual,251104,Athurugiriya
736,736,Toyota,Premio,2012,4-cylinder,Petrol,Automatic,103896,Kaduwela
737,737,Suzuki,Swift,2011,4-cylinder,Petrol,Manual,40305,Kottawa
738,738,Hyundai,Accent,2019,4-cylinder,Petrol,Manual,252407,Thalawathugoda
739,739,Perodua,Myvi,2008,3-cylinder,Petrol,Automatic,226486,Kaduwela
740,740,Toyota,Axio,2021,4-cylinder,Petrol,Automatic,222194,Malabe
741,741,Suzuki,Baleno,2006,4-cylinder,Petrol,Automatic,211248,Athurugiriya
742,742,Toyota,Corolla,2011,4-cylinder,Petrol,Manual,144820,Malabe
743,743,Toyota,Allion,2018,4-cylinder,Petrol,Automatic,33848,Kaduwela
744,744,Hyundai,Accent,2009,4-cylinder,Petrol,Manual,264963,Boralesgamuwa
745,745,Mazda,Demio,2019,4-cylinder,Petrol,Automatic,266287,Hokandara
746,746,Hyundai,Accent,2008,4-cylinder,Petrol,Manual,103118,Hokandara
747,747,Mitsubishi,Attrage,2023,4-cylinder,Petrol,Automatic,166747,Malabe
748,748,Nissan,Almera,2008,4-cylinder,Petrol,Automatic,135965,Hokandara
749,749,Suzuki,Wagon R,2017,3-cylinder,Petrol,Automatic,228935,Athurugiriya
750,750,Hyundai,Elantra,2015,4-cylinder,Petrol,Automatic,189412,Malabe
751,751,Nissan,Tiida,2007,4-cylinder,Petrol,Automatic,189535,Sri Jayawardenepura Kotte
752,752,Toyota,Corolla,2008,4-cylinder,Petrol,Manual,225216,Nugegoda
753,753,Suzuki,Wagon R,2021,3-cylinder,Petrol,Automatic,96997,Koswatta
754,754,Honda,Fit,2019,4-cylinder,Petrol,Automatic,66521,Hokandara
755,755,Perodua,Axia,2017,3-cylinder,Petrol,Automatic,179425,Rajagiriya
756,756,Toyota,Hiace,2005,4-cylinder,Diesel,Manual,274805,Thalawathugoda
757,757,Kia,Rio,2015,4-cylinder,Petrol,Automatic,250628,Athurugiriya
758,758,Nissan,Almera,2018,4-cylinder,Petrol,Automatic,204656,Battaramulla
759,759,Hyundai,i10,2009,3-cylinder,Petrol,Automatic,61481,Kaduwela
760,760,Hyundai,Accent,2016,4-cylinder,Petrol,Manual,253689,Maharagama
761,761,Suzuki,Baleno,2009,4-cylinder,Petrol,Automatic,256825,Kaduwela
762,762,Suzuki,Swift,2014,4-cylinder,Petrol,Manual,144703,Kaduwela
763,763,Mitsubishi,Lancer,2008,4-cylinder,Petrol,Manual,247234,Thalawathugoda
764,764,Honda,Grace,2013,4-cylinder,Petrol Hybrid,Automatic,127119,Koswatta
765,765,Suzuki,Swift,2009,4-cylinder,Petrol,Manual,150799,Malabe
766,766,Hyundai,Accent,2016,4-cylinder,Petrol,Manual,132226,Athurugiriya
767,767,Kia,Rio,2019,4-cylinder,Petrol,Automatic,21694,Nugegoda
768,768,Toyota,Corolla,2008,4-cylinder,Petrol,Manual,261509,Koswatta
769,769,Suzuki,Alto,2023,3-cylinder,Petrol,Automatic,177169,Kaduwela
770,770,Honda,Civic,2006,4-cylinder,Petrol,Manual,168336,Maharagama
771,771,Tata,Indica,2013,4-cylinder,Petrol,Manual,70850,Hokandara
772,772,Toyota,Hiace,2008,4-cylinder,Diesel,Manual,204891,Athurugiriya
773,773,Suzuki,Swift,2015,4-cylinder,Petrol,Manual,192913,Boralesgamuwa
774,774,Mitsubishi,Lancer,2014,4-cylinder,Petrol,Manual,36143,Kottawa
775,775,Honda,Civic,2009,4-cylinder,Petrol,Manual,68219,Maharagama
776,776,Toyota,Premio,2006,4-cylinder,Petrol,Automatic,262840,Hokandara
777,777,Hyundai,Elantra,2018,4-cylinder,Petrol,Automatic,230051,Pannipitiya
778,778,Suzuki,Swift,2022,4-cylinder,Petrol,Manual,41529,Koswatta
779,779,Suzuki,Jimny,2015,4-cylinder,Petrol,Manual,54597,Malabe
780,780,Suzuki,Jimny,2011,4-cylinder,Petrol,Manual,146389,Kaduwela
781,781,Toyota,Yaris,2017,4-cylinder,Petrol,Automatic,156943,Hokandara
782,782,Tata,Indica,2023,4-cylinder,Petrol,Manual,219756,Kottawa
783,783,Toyota,Allion,2005,4-cylinder,Petrol,Automatic,93273,Thalawathugoda
784,784,Nissan,Almera,2020,4-cylinder,Petrol,Automatic,150537,Hokandara
785,785,Toyota,Allion,2016,4-cylinder,Petrol,Automatic,190512,Pannipitiya
786,786,Hyundai,Elantra,2010,4-cylinder,Petrol,Automatic,144404,Hokandara
787,787,Toyota,Hiace,2016,4-cylinder,Diesel,Manual,242146,Rajagiriya
788,788,Suzuki,Swift,2005,4-cylinder,Petrol,Manual,99651,Battaramulla
789,789,Nissan,Tiida,2006,4-cylinder,Petrol,Automatic,250786,Nugegoda
790,790,Honda,City,2017,4-cylinder,Petrol,Automatic,33607,Athurugiriya
791,791,Hyundai,Accent,2010,4-cylinder,Petrol,Manual,49472,Malabe
792,792,Honda,Civic,2012,4-cylinder,Petrol,Manual,40937,Kottawa
793,793,Hyundai,Elantra,2009,4-cylinder,Petrol,Automatic,213699,Battaramulla
794,794,Perodua,Axia,2013,3-cylinder,Petrol,Automatic,237848,Rajagiriya
795,795,Toyota,Yaris,2021,4-cylinder,Petrol,Automatic,214291,Athurugiriya
796,796,Kia,Cerato,2018,4-cylinder,Petrol,Automatic,237440,Sri Jayawardenepura Kotte
797,797,Toyota,Axio,2007,4-cylinder,Petrol,Automatic,96453,Kottawa
798,798,Toyota,Corolla,2005,4-cylinder,Petrol,Manual,19217,Koswatta
799,799,Perodua,Myvi,2013,3-cylinder,Petrol,Automatic,124643,Athurugiriya
800,800,Nissan,Tiida,2015,4-cylinder,Petrol,Automatic,54738,Hokandara
801,801,Hyundai,i10,2012,3-cylinder,Petrol,Automatic,109394,Hokandara
802,802,Tata,Indica,2008,4-cylinder,Petrol,Manual,242143,Nugegoda
803,803,Honda,Fit,2018,4-cylinder,Petrol,Automatic,233664,Hokandara
804,804,Nissan,Almera,2020,4-cylinder,Petrol,Automatic,141127,Athurugiriya
805,805,Hyundai,Accent,2023,4-cylinder,Petrol,Manual,32749,Thalawathugoda
806,806,Toyota,Corolla,2010,4-cylinder,Petrol,Manual,186396,Thalawathugoda
807,807,Suzuki,Alto,2015,3-cylinder,Petrol,Automatic,210670,Malabe
808,808,Suzuki,Jimny,2016,4-cylinder,Petrol,Manual,112528,Nugegoda
809,809,Hyundai,Elantra,2017,4-cylinder,Petrol,Automatic,137369,Maharagama
810,810,Toyota,Axio,2009,4-cylinder,Petrol,Automatic,150983,Pannipitiya
811,811,Mazda,Demio,2009,4-cylinder,Petrol,Automatic,157539,Malabe
812,812,Kia,Cerato,2023,4-cylinder,Petrol,Automatic,25302,Malabe
813,813,Honda,City,2005,4-cylinder,Petrol,Automatic,262669,Malabe
814,814,Suzuki,Baleno,2011,4-cylinder,Petrol,Automatic,214937,Rajagiriya
815,815,Honda,Civic,2017,4-cylinder,Petrol,Manual,53244,Rajagiriya
816,816,Honda,Fit,2006,4-cylinder,Petrol,Automatic,55191,Hokandara
817,817,Honda,Grace,2009,4-cylinder,Petrol Hybrid,Automatic,91862,Hokandara
818,818,Mazda,Axela,2014,4-cylinder,Petrol,Automatic,199151,Hokandara
819,819,Suzuki,Jimny,2009,4-cylinder,Petrol,Manual,270657,Kottawa
820,820,Toyota,Axio,2014,4-cylinder,Petrol,Automatic,173050,Thalawathugoda
821,821,Suzuki,Jimny,2012,4-cylinder,Petrol,Manual,227496,Koswatta
822,822,Toyota,Yaris,2014,4-cylinder,Petrol,Automatic,192156,Malabe
823,823,Suzuki,Wagon R,2017,3-cylinder,Petrol,Automatic,58139,Athurugiriya
824,824,Suzuki,Wagon R,2007,3-cylinder,Petrol,Automatic,240841,Thalawathugoda
825,825,Perodua,Myvi,2007,3-cylinder,Petrol,Automatic,244420,Athurugiriya
826,826,Nissan,Tiida,2006,4-cylinder,Petrol,Automatic,248767,Kaduwela
827,827,Honda,Civic,2014,4-cylinder,Petrol,Manual,192139,Thalawathugoda
828,828,Toyota,Premio,2016,4-cylinder,Petrol,Automatic,244008,Rajagiriya
829,829,Toyota,Allion,2010,4-cylinder,Petrol,Automatic,197570,Hokandara
830,830,Suzuki,Jimny,2021,4-cylinder,Petrol,Manual,85763,Kaduwela
831,831,Toyota,Yaris,2017,4-cylinder,Petrol,Automatic,120869,Battaramulla
832,832,Perodua,Myvi,2017,3-cylinder,Petrol,Automatic,70679,Battaramulla
833,833,Hyundai,i10,2017,3-cylinder,Petrol,Automatic,175154,Hokandara
834,834,Suzuki,Jimny,2015,4-cylinder,Petrol,Manual,269762,Koswatta
835,835,Toyota,Axio,2005,4-cylinder,Petrol,Automatic,64709,Malabe
836,836,Suzuki,Swift,2010,4-cylinder,Petrol,Manual,22983,Thalawathugoda
837,837,Hyundai,i10,2015,3-cylinder,Petrol,Automatic,155277,Sri Jayawardenepura Kotte
838,838,Toyota,Hiace,2007,4-cylinder,Diesel,Manual,52107,Hokandara
839,839,Honda,Civic,2008,4-cylinder,Petrol,Manual,192228,Malabe
840,840,Kia,Cerato,2016,4-cylinder,Petrol,Automatic,110859,Boralesgamuwa
841,841,Mitsubishi,Lancer,2005,4-cylinder,Petrol,Manual,39966,Sri Jayawardenepura Kotte
842,842,Mazda,Axela,2018,4-cylinder,Petrol,Automatic,240579,Rajagiriya
843,843,Hyundai,i10,2008,3-cylinder,Petrol,Automatic,32230,Athurugiriya
844,844,Hyundai,Accent,2014,4-cylinder,Petrol,Manual,211375,Pannipitiya
845,845,Honda,Civic,2007,4-cylinder,Petrol,Manual,95971,Nugegoda
846,846,Toyota,Corolla,2015,4-cylinder,Petrol,Manual,199717,Rajagiriya
847,847,Mazda,Demio,2009,4-cylinder,Petrol,Automatic,20562,Kottawa
848,848,Kia,Rio,2020,4-cylinder,Petrol,Automatic,110212,Kaduwela
849,849,Honda,Grace,2009,4-cylinder,Petrol Hybrid,Automatic,235859,Battaramulla
850,850,Toyota,Yaris,2007,4-cylinder,Petrol,Automatic,176466,Hokandara
851,851,Toyota,Vios,2011,4-cylinder,Petrol,Automatic,70072,Maharagama
852,852,Toyota,Hiace,2008,4-cylinder,Diesel,Manual,93659,Koswatta
853,853,Hyundai,i10,2011,3-cylinder,Petrol,Automatic,117906,Maharagama
854,854,Perodua,Axia,2012,3-cylinder,Petrol,Automatic,161954,Malabe
855,855,Nissan,Tiida,2011,4-cylinder,Petrol,Automatic,165458,Kaduwela
856,856,Kia,Cerato,2009,4-cylinder,Petrol,Automatic,77095,Athurugiriya
857,857,Toyota,Premio,2010,4-cylinder,Petrol,Automatic,99774,Hokandara
858,858,Suzuki,Swift,2006,4-cylinder,Petrol,Manual,53835,Boralesgamuwa
859,859,Perodua,Axia,2018,3-cylinder,Petrol,Automatic,99571,Maharagama
860,860,Tata,Indica,2012,4-cylinder,Petrol,Manual,180523,Malabe
861,861,Hyundai,Accent,2014,4-cylinder,Petrol,Manual,212264,Rajagiriya
862,862,Kia,Rio,2013,4-cylinder,Petrol,Automatic,55998,Hokandara
863,863,Suzuki,Baleno,2012,4-cylinder,Petrol,Automatic,165684,Athurugiriya
864,864,Hyundai,Accent,2013,4-cylinder,Petrol,Manual,118688,Rajagiriya
865,865,Suzuki,Jimny,2012,4-cylinder,Petrol,Manual,93963,Koswatta
866,866,Mazda,Demio,2023,4-cylinder,Petrol,Automatic,79753,Athurugiriya
867,867,Suzuki,Swift,2022,4-cylinder,Petrol,Manual,234966,Malabe
868,868,Honda,Vezel,2014,4-cylinder,Petrol Hybrid,Automatic,25077,Thalawathugoda
869,869,Kia,Rio,2019,4-cylinder,Petrol,Automatic,174909,Kaduwela
870,870,Toyota,Yaris,2010,4-cylinder,Petrol,Automatic,242435,Nugegoda
871,871,Honda,City,2011,4-cylinder,Petrol,Automatic,70694,Athurugiriya
872,872,Suzuki,Jimny,2022,4-cylinder,Petrol,Manual,271587,Pannipitiya
873,873,Suzuki,Wagon R,2021,3-cylinder,Petrol,Automatic,47471,Maharagama
874,874,Suzuki,Jimny,2009,4-cylinder,Petrol,Manual,120071,Koswatta
875,875,Mitsubishi,Attrage,2016,4-cylinder,Petrol,Automatic,44137,Athurugiriya
876,876,Hyundai,Elantra,2006,4-cylinder,Petrol,Automatic,123631,Maharagama
877,877,Tata,Indica,2017,4-cylinder,Petrol,Manual,193072,Athurugiriya
878,878,Suzuki,Swift,2007,4-cylinder,Petrol,Manual,62911,Athurugiriya
879,879,Hyundai,Accent,2008,4-cylinder,Petrol,Manual,81238,Kottawa
880,880,Toyota,Premio,2010,4-cylinder,Petrol,Automatic,103466,Thalawathugoda
881,881,Mitsubishi,Lancer,2010,4-cylinder,Petrol,Manual,172498,Athurugiriya
882,882,Suzuki,Alto,2007,3-cylinder,Petrol,Automatic,154934,Boralesgamuwa
883,883,Tata,Indica,2011,4-cylinder,Petrol,Manual,236685,Sri Jayawardenepura Kotte
884,884,Hyundai,i10,2015,3-cylinder,Petrol,Automatic,123126,Athurugiriya
885,885,Mitsubishi,Attrage,2010,4-cylinder,Petrol,Automatic,234489,Pannipitiya
886,886,Kia,Rio,2021,4-cylinder,Petrol,Automatic,86650,Kaduwela
887,887,Toyota,Allion,2021,4-cylinder,Petrol,Automatic,123884,Hokandara
888,888,Honda,Civic,2016,4-cylinder,Petrol,Manual,18926,Kaduwela
889,889,Nissan,Sunny,2009,4-cylinder,Petrol,Manual,30129,Koswatta
890,890,Mazda,Demio,2005,4-cylinder,Petrol,Automatic,197525,Battaramulla
891,891,Honda,Civic,2021,4-cylinder,Petrol,Manual,246101,Malabe
892,892,Mitsubishi,Lancer,2016,4-cylinder,Petrol,Manual,241087,Sri Jayawardenepura Kotte
893,893,Toyota,Vios,2023,4-cylinder,Petrol,Automatic,157335,Nugegoda
894,894,Kia,Cerato,2019,4-cylinder,Petrol,Automatic,225061,Koswatta
895,895,Suzuki,Wagon R,2016,3-cylinder,Petrol,Automatic,198453,Maharagama
896,896,Perodua,Axia,2023,3-cylinder,Petrol,Automatic,39057,Boralesgamuwa
897,897,Nissan,Tiida,2019,4-cylinder,Petrol,Automatic,140210,Malabe
898,898,Suzuki,Baleno,2019,4-cylinder,Petrol,Automatic,260972,Kaduwela
899,899,Nissan,Sunny,2020,4-cylinder,Petrol,Manual,114195,Hokandara
900,900,Mitsubishi,Lancer,2013,4-cylinder,Petrol,Manual,185053,Thalawathugoda
901,901,Toyota,Hiace,2007,4-cylinder,Diesel,Manual,75610,Sri Jayawardenepura Kotte
902,902,Kia,Cerato,2009,4-cylinder,Petrol,Automatic,161413,Nugegoda
903,903,Suzuki,Baleno,2023,4-cylinder,Petrol,Automatic,99272,Hokandara
904,904,Suzuki,Swift,2006,4-cylinder,Petrol,Manual,218872,Kaduwela
905,905,Kia,Rio,2011,4-cylinder,Petrol,Automatic,136208,Malabe
906,906,Mazda,Demio,2009,4-cylinder,Petrol,Automatic,80903,Kaduwela
907,907,Toyota,Corolla,2019,4-cylinder,Petrol,Manual,229581,Battaramulla
908,908,Toyota,Allion,2010,4-cylinder,Petrol,Automatic,188563,Athurugiriya
909,909,Hyundai,Elantra,2008,4-cylinder,Petrol,Automatic,219234,Malabe
910,910,Toyota,Vios,2012,4-cylinder,Petrol,Automatic,142020,Pannipitiya
911,911,Toyota,Axio,2017,4-cylinder,Petrol,Automatic,186144,Malabe
912,912,Suzuki,Wagon R,2019,3-cylinder,Petrol,Automatic,47443,Sri Jayawardenepura Kotte
913,913,Hyundai,i10,2015,3-cylinder,Petrol,Automatic,190149,Pannipitiya
914,914,Mitsubishi,Lancer,2008,4-cylinder,Petrol,Manual,278086,Athurugiriya
915,915,Honda,Fit,2018,4-cylinder,Petrol,Automatic,62988,Malabe
916,916,Honda,City,2022,4-cylinder,Petrol,Automatic,189100,Battaramulla
917,917,Suzuki,Swift,2011,4-cylinder,Petrol,Manual,187338,Thalawathugoda
918,918,Honda,Fit,2006,4-cylinder,Petrol,Automatic,20831,Athurugiriya
919,919,Toyota,Yaris,2012,4-cylinder,Petrol,Automatic,24588,Thalawathugoda
920,920,Mazda,Demio,2006,4-cylinder,Petrol,Automatic,215437,Koswatta
921,921,Toyota,Premio,2013,4-cylinder,Petrol,Automatic,31266,Malabe
922,922,Toyota,Allion,2011,4-cylinder,Petrol,Automatic,207572,Koswatta
923,923,Hyundai,i10,2017,3-cylinder,Petrol,Automatic,229343,Pannipitiya
924,924,Honda,Civic,2011,4-cylinder,Petrol,Manual,243549,Hokandara
925,925,Perodua,Axia,2021,3-cylinder,Petrol,Automatic,226866,Athurugiriya
926,926,Honda,Vezel,2021,4-cylinder,Petrol Hybrid,Automatic,240858,Battaramulla
927,927,Toyota,Yaris,2021,4-cylinder,Petrol,Automatic,131279,Hokandara
928,928,Honda,Grace,2010,4-cylinder,Petrol Hybrid,Automatic,152597,Boralesgamuwa
929,929,Mitsubishi,Attrage,2018,4-cylinder,Petrol,Automatic,219522,Nugegoda
930,930,Kia,Rio,2009,4-cylinder,Petrol,Automatic,192612,Koswatta
931,931,Perodua,Axia,2009,3-cylinder,Petrol,Automatic,249935,Battaramulla
932,932,Toyota,Hiace,2007,4-cylinder,Diesel,Manual,90269,Koswatta
933,933,Hyundai,Accent,2009,4-cylinder,Petrol,Manual,20036,Koswatta
934,934,Toyota,Hiace,2020,4-cylinder,Diesel,Manual,261299,Thalawathugoda
935,935,Honda,Civic,2017,4-cylinder,Petrol,Manual,92715,Athurugiriya
936,936,Honda,Vezel,2023,4-cylinder,Petrol Hybrid,Automatic,166223,Battaramulla
937,937,Suzuki,Swift,2016,4-cylinder,Petrol,Manual,90409,Hokandara
938,938,Mazda,Axela,2013,4-cylinder,Petrol,Automatic,95729,Koswatta
939,939,Honda,Civic,2009,4-cylinder,Petrol,Manual,141372,Battaramulla
940,940,Mazda,Axela,2010,4-cylinder,Petrol,Automatic,96816,Rajagiriya
941,941,Suzuki,Swift,2008,4-cylinder,Petrol,Manual,144500,Hokandara
942,942,Suzuki,Alto,2023,3-cylinder,Petrol,Automatic,252248,Kottawa
943,943,Toyota,Axio,2022,4-cylinder,Petrol,Automatic,196410,Thalawathugoda
944,944,Honda,Fit,2016,4-cylinder,Petrol,Automatic,224279,Pannipitiya
945,945,Tata,Indica,2010,4-cylinder,Petrol,Manual,234006,Hokandara
946,946,Toyota,Corolla,2023,4-cylinder,Petrol,Manual,219673,Battaramulla
947,947,Tata,Indica,2005,4-cylinder,Petrol,Manual,149684,Malabe
948,948,Suzuki,Swift,2006,4-cylinder,Petrol,Manual,234196,Sri Jayawardenepura Kotte
949,949,Suzuki,Jimny,2016,4-cylinder,Petrol,Manual,62460,Hokandara
950,950,Suzuki,Jimny,2018,4-cylinder,Petrol,Manual,88863,Rajagiriya
951,951,Toyota,Yaris,2011,4-cylinder,Petrol,Automatic,50526,Hokandara
