reading_id,fault_label,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_energy_mean,rms_energy_std,dominant_freq_hz,tempo_bpm,sample_rate_hz,duration_sec,recording_env,ambient_noise_db
687,Healthy,-189.4325,14.5169,106.6919,9.1124,-7.2642,5.3968,12.0488,4.0494,-2.685,5.2932,6.8479,5.0225,-3.7747,2.521,5.9185,3.3931,-2.6262,2.3558,7.3476,2.5299,-2.9343,3.8147,4.4882,2.7581,-0.0871,3.6278,1767.95,183.28,982.49,135.63,3156.44,268.83,0.06304,0.00996,0.0461,0.00889,112.4,998.8,22050,3.53,revving,67.9
688,Clutch Slip,-186.6233,17.608,110.4316,11.5229,-7.8612,6.4827,13.0622,5.3848,-4.3282,3.8576,13.3007,6.2374,-3.9425,3.373,6.8747,4.5829,-2.2392,4.1791,4.047,5.6838,-1.6531,3.3496,2.7791,4.615,-3.2452,4.5133,2097.8,250.76,1296.56,161.11,3618.06,323.77,0.07849,0.01363,0.05244,0.01408,62.4,1486.1,22050,2.77,idle,55.6
689,Engine Overheating,-189.3024,16.2986,112.4288,12.106,-10.9809,10.5404,9.036,5.8374,-2.3871,6.1124,13.3687,7.4079,-2.4358,5.9231,7.8404,4.1661,-6.96,4.9448,8.8047,6.2481,-3.7375,5.5606,4.7812,4.0744,-1.4164,5.1942,2642.46,278.65,1646.33,210.84,4193.43,535.3,0.09273,0.01397,0.06764,0.01435,2464.7,820.7,22050,3.79,idle,51.9
690,Clutch Slip,-184.4177,19.837,111.9709,12.2456,-4.6454,5.3419,14.2196,7.7572,-7.0238,7.8151,13.0269,7.658,-7.0126,4.3998,11.186,5.0053,-5.2209,4.3886,2.8535,4.9422,-2.911,2.7821,3.6811,4.1756,0.3185,4.3106,2092.16,211.05,1237.7,160.28,3692.24,394.06,0.0791,0.01469,0.05093,0.01143,26.5,1355.8,22050,4.38,idle,67.6
691,Healthy,-199.1464,13.468,117.2801,8.0477,-5.6898,6.6688,14.726,4.9504,-7.3774,5.9282,9.9687,6.676,-2.2514,3.8899,5.7707,2.2603,-0.3674,3.3509,5.4209,2.5488,-1.9536,2.5562,3.6688,2.8726,-2.3914,2.777,1774.48,195.76,1061.35,106.57,3132.92,202.61,0.06099,0.01964,0.03705,0.01266,74.6,804.7,22050,2.67,idle,53.6
692,Engine Overheating,-183.0558,17.7993,112.1782,17.4916,-6.3842,8.7442,16.7135,8.1891,-5.9861,6.7746,10.9485,7.6754,-1.5886,6.625,11.8151,3.6762,-3.4309,6.8673,9.484,5.7478,-4.4718,4.9187,7.576,3.1154,-1.8567,5.7092,2547.38,302.32,1505.62,214.58,4563.86,480.55,0.09827,0.01483,0.06579,0.01871,2741.7,157.9,22050,4.36,idle,59.9
693,Clutch Slip,-199.5198,19.0636,115.2543,19.8001,-2.4317,9.5021,12.8486,8.7747,-3.9484,6.2279,8.8581,6.6474,-3.7947,4.6101,8.0987,5.4602,-1.6047,5.1237,5.6711,3.4505,-1.5802,3.5972,6.3988,5.4984,-0.6955,3.1859,2033.7,226.98,1349.35,122.68,3559.05,293.98,0.07742,0.0169,0.05282,0.01172,43.1,1462.9,22050,4.05,revving,51.4
694,Oil Pressure Fault,-184.1016,10.9073,102.1227,14.4587,-3.5536,9.4872,13.146,6.9141,-9.1667,8.2038,7.0875,6.889,-6.4974,4.7849,7.5342,5.8079,-1.5615,4.0292,5.8025,5.1559,-0.7816,4.4366,5.0655,3.6114,-2.2014,4.5872,2161.3,238.84,1262.39,202.33,3867.06,396.6,0.08758,0.01891,0.05718,0.01642,1414.3,975.5,22050,3.84,idle,52.2
695,Healthy,-197.9591,14.7946,111.217,8.8659,-7.7675,4.9968,13.6467,4.7201,-3.8238,4.3193,8.9391,5.5655,-3.7024,3.3637,8.5106,3.6212,-3.8422,3.3918,5.9982,3.4912,-1.5611,3.0419,4.6992,2.3357,-0.8043,2.8896,1717.94,200.3,1005.26,90.39,3128.34,304.34,0.05583,0.01857,0.03598,0.01042,17.9,876.7,22050,3.39,revving,52.2
696,Engine Overheating,-186.3696,20.4709,106.3252,14.623,-12.6134,10.1319,12.5127,8.9032,-4.2625,9.5511,13.4332,4.7776,2.8183,5.73,10.7761,7.3224,-4.4227,4.8747,6.5385,4.1328,0.4982,3.7773,7.4586,4.7477,-2.3578,2.4381,2344.76,257.34,1526.3,173.6,4290.17,374.26,0.09271,0.01958,0.06551,0.01425,2304.2,956.6,22050,2.51,load,53.0
697,Healthy,-203.4111,16.076,116.0048,9.5829,-7.7626,4.1464,14.1821,5.9175,-5.027,4.0063,7.0367,5.0341,-4.9271,2.6589,9.1362,1.5939,-2.8706,2.4171,5.2154,3.0502,-0.6792,3.1458,3.5158,1.6307,-1.4822,3.8439,1776.12,194.02,1097.45,131.33,3030.83,218.43,0.06082,0.01652,0.04439,0.00977,10.7,1012.2,22050,2.57,idle,51.8
698,Battery Fault,-187.0788,17.9762,107.0716,8.0618,-11.7543,6.2976,12.8262,6.4411,0.4816,4.8495,8.7061,6.5972,-2.9844,5.3376,7.2831,6.0172,-3.748,3.0095,4.0275,3.4147,-1.837,5.6651,6.9082,4.391,-5.1765,2.1252,1975.42,269.33,1195.05,147.18,3375.05,324.21,0.07096,0.01344,0.0422,0.01069,110.1,1378.1,22050,2.53,load,51.2
699,Clutch Slip,-187.5741,14.3247,112.5449,9.1937,-3.6396,8.8179,13.6067,5.5687,-3.5229,6.6766,12.7743,5.6013,-6.1245,3.6062,9.4339,4.8668,-1.2522,7.0015,6.8694,4.9158,0.6334,3.8964,3.4081,4.9033,0.9069,3.8183,2131.31,151.45,1290.09,168.87,3741.91,352.12,0.08704,0.01196,0.04796,0.01612,32.4,2241.6,22050,2.84,revving,52.1
700,Healthy,-198.4357,14.2927,111.8046,8.6577,-4.5009,3.5033,12.5105,4.2837,-3.8261,7.1245,8.9942,2.6343,-2.5612,3.2418,8.1971,3.0461,-1.6981,2.428,3.0726,2.3454,-1.5758,3.0378,2.7223,3.27,-0.4487,2.8067,1893.3,145.8,1094.99,103.9,3063.91,293.95,0.05249,0.01432,0.04185,0.01037,40.5,1156.9,22050,2.78,idle,75.3
701,Oil Pressure Fault,-190.3612,26.0348,113.4864,12.3493,-9.8072,10.2014,13.6815,7.8671,-5.7202,6.6247,9.4041,5.7674,-4.2607,6.0686,7.2883,5.0501,0.5383,3.9543,5.7817,4.8281,-1.2689,4.349,2.3426,5.2544,0.1688,3.7585,2317.75,256.2,1315.28,157.11,3691.56,420.77,0.08352,0.01736,0.0599,0.01112,727.3,1215.0,22050,4.32,idle,60.2
702,Clutch Slip,-187.3852,13.2832,111.8197,15.7508,-1.5064,7.8515,8.343,7.0089,-8.227,4.3687,9.8572,5.3436,-5.146,5.0427,7.7927,4.8226,-5.0227,6.4809,5.2282,5.0076,-2.9004,4.9234,4.2887,4.7403,-1.1163,3.8819,2052.65,233.07,1290.33,154.6,3631.0,322.96,0.08522,0.02059,0.05273,0.01099,21.6,1225.8,22050,2.83,load,61.9
703,Brake System Fault,-181.8105,26.9334,98.0685,16.5279,-10.0035,10.5514,17.2316,8.0603,-10.6712,8.511,14.07,8.1008,-7.04,8.6863,10.8867,8.2931,-5.5451,6.0523,7.7337,8.1679,-2.8392,5.8131,5.099,5.3304,-2.4932,4.6881,2919.76,317.86,1694.16,294.77,4834.74,805.43,0.12351,0.03228,0.09187,0.0212,3531.7,624.3,22050,3.05,idle,68.3
704,Healthy,-198.5975,11.0483,119.459,12.6248,-4.5638,6.1573,11.6501,3.8829,-3.2851,4.2529,8.5625,3.8887,-2.1476,3.9447,7.394,2.7448,-1.352,3.2997,5.1296,2.0946,-1.3629,3.2519,4.8613,2.8264,-1.3645,2.6847,1747.12,175.19,1033.98,115.5,3092.48,270.73,0.06795,0.02008,0.04313,0.00877,45.8,691.9,22050,4.11,load,51.5
705,Healthy,-192.2332,13.4629,120.5296,7.0161,-9.1682,4.4211,9.3374,4.1966,-3.6477,5.236,8.5478,2.9839,-3.4996,3.94,6.8126,3.22,-4.6944,2.3461,4.8733,4.1082,-2.388,2.4957,5.3256,3.0237,-1.0336,2.9882,1793.25,157.0,1103.94,126.6,3109.64,270.99,0.05633,0.01288,0.03952,0.01044,65.6,652.1,22050,4.17,idle,75.5
706,Brake System Fault,-164.0002,26.6766,104.2013,19.2584,-15.2565,10.9546,13.5794,10.4784,-10.7294,11.3601,11.7654,10.1119,-6.2645,6.2781,5.4555,5.7539,-0.3161,8.0294,7.0603,6.1678,0.4748,6.0227,5.7117,4.9688,-1.5687,5.6673,2741.82,433.6,1782.61,206.43,5047.08,666.55,0.10989,0.0262,0.07529,0.02169,3505.8,1027.3,22050,4.28,revving,76.6
707,Oil Pressure Fault,-197.0391,15.1582,105.765,15.2044,-4.4712,7.9286,20.6101,9.2402,-3.9058,5.8122,8.0728,5.3065,-2.3763,8.2846,9.6289,3.3267,-0.646,5.6162,5.4658,3.6193,-2.1208,4.0687,4.9586,4.5097,-2.3971,3.8184,2071.94,206.89,1311.34,218.19,3724.69,460.58,0.08561,0.01386,0.05341,0.01319,1099.6,728.2,22050,4.37,idle,49.7
708,Brake System Fault,-175.6502,17.4141,97.1641,14.7044,-16.0316,11.6563,20.5419,9.9605,-9.8888,10.04,13.0884,6.0731,-2.9004,3.8071,7.9032,8.7877,-4.3786,8.5638,11.536,6.15,-1.1748,5.4435,6.121,4.6006,-2.1853,4.2283,2629.1,456.81,1753.63,332.75,5265.4,704.24,0.12118,0.01986,0.08266,0.01555,2400.4,741.7,22050,3.5,revving,63.4
709,Battery Fault,-192.349,17.8804,112.3932,14.8707,-9.1021,5.9162,7.7306,5.7032,-4.0299,6.2041,8.8995,5.0388,-2.3391,3.2849,8.7215,4.7467,-4.2289,5.3858,4.0342,4.2126,0.3188,2.5755,6.6947,3.1454,-1.2981,4.8765,1941.26,174.73,1218.18,179.97,3335.19,299.43,0.06646,0.01551,0.04758,0.0086,170.6,1331.7,22050,3.16,revving,65.8
710,Clutch Slip,-198.0571,24.2075,105.4932,13.9325,-5.8266,9.7244,11.4066,7.8587,-2.2448,5.8227,7.7564,5.472,-2.365,5.3749,10.2533,3.9029,-4.7791,4.5237,5.4292,6.0336,0.2004,4.1106,5.4928,3.6207,-1.5246,2.8029,2058.28,253.45,1220.34,153.44,3750.86,442.52,0.07416,0.0118,0.0565,0.00875,36.6,1951.1,22050,3.3,load,76.2
711,Oil Pressure Fault,-184.4112,19.6705,106.3724,12.1977,-11.1857,9.3911,16.7868,10.4755,-8.4305,8.4306,9.2069,5.4384,-3.6085,7.7728,8.1575,3.2161,-5.9959,7.4202,7.4452,7.5875,-0.298,3.4567,4.2867,3.8089,-2.1529,4.2489,2055.64,270.77,1373.4,175.97,3926.67,409.85,0.0865,0.02053,0.05793,0.01606,1584.7,1012.2,22050,3.83,idle,67.2
712,Brake System Fault,-181.4003,14.7093,103.4927,19.78,-15.0154,11.9981,15.3128,11.2765,-3.3629,6.2768,15.8031,11.2929,-7.5873,8.7255,9.7101,6.0122,-3.7325,6.3461,5.4134,7.6945,-1.9544,4.3662,9.574,4.0616,-3.8025,4.7848,2801.16,439.31,1778.16,260.23,5070.77,688.86,0.11638,0.03138,0.07584,0.01592,4484.4,1332.6,22050,4.05,idle,76.6
713,Healthy,-204.3523,13.5421,116.0764,8.4365,-8.0174,5.5606,13.6042,6.1121,-5.3756,6.2288,8.1808,3.6791,-5.7631,2.0518,7.4425,2.0912,-2.4142,3.542,2.5487,2.5064,-2.0008,2.1999,3.1758,3.6408,-1.5167,2.0946,1733.4,180.5,996.26,144.56,3139.04,328.0,0.0663,0.01491,0.0472,0.01257,93.4,818.9,22050,3.18,load,48.5
714,Engine Overheating,-179.798,12.8053,109.6683,15.4522,-12.1945,9.14,17.3216,10.3942,-6.2356,5.6109,10.4287,5.9761,-2.0652,5.3035,10.998,5.8782,-4.304,5.5252,7.5754,4.3758,-1.4357,5.1273,5.584,3.8801,-1.6785,3.6397,2404.66,309.65,1539.87,233.23,4165.49,425.1,0.08101,0.03098,0.06777,0.01351,3602.0,1380.1,22050,2.64,idle,48.8
715,Battery Fault,-197.6561,18.4664,112.5472,14.6335,-6.2775,8.7061,10.2617,4.1406,-3.2436,6.0152,8.6442,3.7263,-4.0245,3.7685,9.8004,3.9886,-6.3749,3.7769,4.5969,4.691,-0.32,3.1413,6.385,4.3538,-6.1238,4.2478,1968.54,218.88,1225.53,119.76,3483.71,234.3,0.07922,0.01673,0.05469,0.00962,160.3,1118.8,22050,4.4,load,49.0
716,Healthy,-200.6958,10.0264,112.0888,6.6628,-8.4905,6.8153,16.5498,6.3038,-2.6763,5.6428,11.4846,3.5257,-3.1784,2.5826,6.8836,3.1166,-1.7895,2.1354,4.252,2.475,-1.5,3.5033,3.5173,4.4945,-1.4757,2.6209,1718.93,178.6,1110.99,85.08,3017.61,332.18,0.0606,0.01033,0.04409,0.01489,145.1,786.8,22050,4.19,revving,70.8
717,Clutch Slip,-194.8066,18.8428,106.2013,17.8501,-5.4409,6.0085,7.5994,7.5814,-8.6661,6.3881,10.9646,5.9598,-3.9741,5.7747,9.5111,3.1706,-2.4795,5.58,6.8312,5.0605,-2.9598,4.8438,5.6579,3.5991,-0.8379,2.6852,1996.97,188.62,1231.87,151.48,3823.99,366.2,0.08035,0.01414,0.05394,0.01334,28.2,1583.0,22050,3.31,idle,52.1
718,Clutch Slip,-196.1712,21.2862,109.887,9.0756,-9.3295,4.6169,15.131,7.5469,-3.2172,5.7624,12.7259,5.6672,-2.5948,2.2343,7.9876,6.1774,-3.7101,6.2129,3.4893,3.675,-2.9879,3.3293,5.7575,4.3812,0.9614,4.4159,2014.08,215.6,1255.86,143.85,3489.75,350.88,0.0806,0.0158,0.05589,0.01598,28.9,1838.7,22050,3.71,idle,58.6
719,Healthy,-200.2084,15.7307,110.3013,11.1277,-8.7216,6.7381,12.845,5.3592,-4.6976,4.8061,8.8304,3.3129,-3.6317,3.4774,5.6814,3.5339,-0.5286,3.2247,3.6436,3.1103,-0.1407,2.9366,3.7531,3.8907,-0.6808,2.7256,1708.82,158.31,1033.74,94.1,3150.43,295.42,0.05659,0.0118,0.04036,0.00891,41.5,731.8,22050,2.68,idle,76.7
720,Battery Fault,-194.1268,13.6111,107.6505,8.9847,-3.2908,7.2401,11.8678,6.6805,-2.5103,5.1964,8.0271,5.5572,-1.7966,5.5426,7.9489,4.6818,-5.0371,3.8982,6.5688,6.0348,-1.1257,4.6461,6.1625,3.3137,-3.5613,5.4653,2000.93,237.94,1221.09,137.85,3327.68,262.18,0.07717,0.01119,0.05086,0.01096,217.0,1191.9,22050,4.18,idle,52.1
721,Brake System Fault,-184.4913,14.1937,102.0716,14.1522,-15.1989,9.3825,13.6733,11.5641,-7.5054,7.2858,15.8698,8.0173,-7.3296,6.8212,11.0511,5.482,-6.8822,4.6349,10.2521,6.5198,-4.7713,5.5361,8.3587,4.307,-2.6386,5.1715,2672.42,465.94,1715.91,296.37,4987.29,618.86,0.12627,0.02797,0.08195,0.02165,3004.6,1456.7,22050,2.5,revving,52.1
722,Clutch Slip,-191.5993,18.1577,104.0751,14.1664,-5.8451,7.3496,13.1163,7.1668,-6.24,6.929,11.1571,5.8772,-3.8899,5.1536,9.2236,6.5757,-1.4156,5.9833,5.1459,2.914,-2.2815,4.0807,5.6252,4.1314,-1.7552,5.3193,2023.38,175.42,1211.79,173.5,3801.19,297.79,0.08422,0.01422,0.05668,0.01404,50.2,2064.5,22050,2.57,load,69.4
723,Brake System Fault,-166.632,22.1822,95.412,12.0089,-19.8212,10.1265,17.1765,8.5786,-7.3511,7.3068,8.3551,7.7131,-4.0282,5.2703,9.2605,5.2793,-6.8519,6.6791,7.1318,3.9048,-1.9941,6.3595,5.5359,4.7097,1.2434,5.0111,2628.43,342.72,1711.91,333.12,5519.13,807.49,0.1274,0.03384,0.07876,0.02349,2721.8,676.9,22050,2.54,revving,55.0
724,Brake System Fault,-181.5373,21.7931,90.9775,19.7374,-10.6347,9.6507,12.4302,11.0359,-8.4309,8.3269,13.0824,6.8707,-8.5378,4.0712,9.677,5.7332,-5.3467,7.6673,8.5844,6.5524,-3.1849,6.0072,6.8267,6.0445,0.5456,5.6351,2701.77,431.49,1820.43,211.28,5197.9,522.36,0.12945,0.0211,0.07561,0.02367,2986.9,1370.1,22050,2.78,load,50.8
725,Engine Overheating,-190.5026,20.1562,110.0776,12.182,-7.7956,10.9521,12.4142,9.2091,-3.1287,8.8896,13.6552,8.7631,0.8504,5.6936,9.1758,6.2016,-5.5941,5.5736,6.1128,5.5037,-1.7333,5.462,4.3689,3.6447,-3.4676,1.6299,2667.84,365.11,1478.31,208.51,4273.54,526.19,0.10541,0.02396,0.06005,0.01616,3118.8,1225.7,22050,4.06,revving,54.8
726,Clutch Slip,-182.225,17.9455,99.8014,12.2225,-8.9004,8.9466,14.1797,5.6704,-6.2066,5.6163,13.851,6.1567,-2.6395,5.4853,9.1003,4.3496,-2.5158,6.056,3.8262,3.9003,-1.9419,5.1957,3.5679,3.92,-3.8399,4.7642,2149.71,234.51,1238.51,180.9,3676.54,289.84,0.07106,0.01157,0.0481,0.01296,43.4,1328.4,22050,3.95,revving,64.8
727,Oil Pressure Fault,-192.2719,22.0258,108.3211,14.9457,-8.0551,7.5253,11.8396,7.1727,-10.5985,7.8803,10.5854,5.6252,-6.8415,3.6257,6.8931,3.3744,-2.3101,5.2591,7.2347,3.0192,-1.2648,3.5338,5.9871,2.818,-0.7035,4.095,2171.29,229.01,1294.88,132.39,3548.48,312.79,0.08835,0.01537,0.05412,0.01115,354.2,1100.3,22050,3.07,revving,75.4
728,Engine Overheating,-174.6491,16.9389,107.5215,12.591,-6.4811,9.592,8.4125,9.5503,-4.7942,6.2229,7.4299,5.2615,-1.4169,3.622,9.1073,5.8786,-5.0261,4.3724,9.3142,4.6557,-2.9089,5.0064,3.5588,2.505,-1.9591,5.3717,2470.07,388.84,1425.65,249.7,4413.24,412.52,0.10046,0.02232,0.05721,0.01697,3636.8,706.8,22050,2.67,load,74.7
729,Oil Pressure Fault,-192.2695,16.9345,101.2109,17.3111,-6.5863,11.9788,12.8781,6.9957,-8.5127,7.1427,7.8493,6.1006,-4.2809,5.2732,9.8219,4.6769,-1.4499,5.1027,3.5395,6.1118,-0.6183,3.9414,8.1506,3.5854,-0.4148,5.1389,2224.2,231.43,1277.41,158.76,3826.11,358.55,0.07711,0.01169,0.05196,0.01091,1238.0,1129.9,22050,3.65,revving,54.4
730,Battery Fault,-192.6155,13.7053,108.2599,12.9823,-8.557,6.2651,11.0638,6.7777,-5.7865,5.9301,10.877,4.8661,-0.4076,5.2746,9.1715,5.4211,-6.419,3.4193,5.9403,4.311,-1.3263,4.8002,6.8119,4.2051,-1.2564,5.3581,1963.17,230.87,1185.94,186.65,3461.14,286.66,0.07147,0.00889,0.05118,0.00673,119.0,843.5,22050,4.36,idle,50.0
731,Clutch Slip,-190.7961,16.0898,107.4263,12.4314,-0.4229,7.8081,12.9295,7.4753,-6.874,6.3934,16.8473,6.0261,-2.1626,2.7399,8.5898,5.1014,-1.7882,5.1461,9.7226,3.9964,-2.6438,3.0841,3.6093,4.7618,-2.5252,4.097,2095.19,183.56,1270.94,112.74,3655.83,296.16,0.07866,0.01635,0.05173,0.01054,29.5,1875.4,22050,3.35,idle,72.5
732,Healthy,-200.4323,13.0405,111.0829,8.5373,-7.1498,5.4232,11.1688,5.3545,-4.7972,5.9399,8.4276,3.157,-3.0817,4.1832,8.2092,2.9396,-2.3345,2.9836,3.557,3.1943,-1.4651,2.7814,2.9638,2.3245,-0.3548,2.531,1824.86,174.99,1032.89,155.72,3052.96,310.88,0.05582,0.01534,0.04241,0.01045,64.6,1174.5,22050,4.3,idle,73.8
733,Oil Pressure Fault,-187.2707,16.286,123.0835,16.8687,-8.3696,7.5743,12.0923,10.6118,-6.6305,5.6792,13.8114,7.0762,-3.8482,6.4098,6.5036,5.3623,-3.3388,3.9184,7.6683,4.6448,-2.4038,4.4612,5.464,5.0568,-0.8531,3.1329,2096.75,293.78,1251.64,233.77,3880.58,472.03,0.07094,0.01443,0.05284,0.01421,1062.7,844.2,22050,2.56,idle,49.9
734,Brake System Fault,-169.0544,18.9734,110.3393,14.712,-8.7117,8.4356,13.3875,10.5512,-9.3316,11.7918,13.2568,6.0504,-4.0508,5.6188,4.3578,7.2857,-5.334,5.8846,9.7159,7.1207,-4.8453,6.0147,7.7275,5.0514,-1.183,6.1414,3003.73,249.85,1938.86,332.39,4989.17,687.15,0.1286,0.02182,0.07144,0.01071,2739.3,700.3,22050,2.55,revving,51.6
735,Oil Pressure Fault,-184.7255,13.2075,110.239,11.2588,-7.1578,10.0311,10.4581,7.1824,-6.7888,6.5742,10.644,5.359,-4.2142,5.4871,11.2188,5.0737,-3.0798,4.7461,6.3438,7.4249,-3.533,1.8786,5.092,5.071,-0.6753,2.5565,2115.46,223.44,1343.58,179.55,3853.58,457.48,0.08437,0.01189,0.05023,0.01615,1539.6,1090.6,22050,2.69,idle,49.4
736,Engine Overheating,-176.7586,16.9885,98.0691,13.7526,-11.3136,6.9406,10.2266,7.7411,-7.5531,6.757,13.1202,6.78,-3.309,5.7578,11.4101,6.3661,-3.516,4.3265,10.3039,5.7961,-5.2579,3.3414,6.3158,4.0126,-2.5682,5.6162,2543.61,282.78,1651.57,204.61,4299.1,383.88,0.08765,0.02358,0.06357,0.01428,2779.8,1486.6,22050,3.41,idle,76.8
737,Clutch Slip,-184.2349,20.924,110.0189,15.3326,-4.3006,7.1655,12.5121,5.8921,-1.735,4.3861,12.025,5.681,-5.3207,4.8072,8.2677,3.4415,-2.2919,4.4068,2.0492,5.643,-3.5214,3.4915,5.4156,5.0567,0.8264,3.7626,2063.44,282.96,1191.07,170.38,3622.89,275.77,0.077,0.01379,0.04848,0.01184,24.1,2022.9,22050,4.09,idle,69.7
738,Battery Fault,-198.6524,18.0371,110.9725,9.6303,-12.9541,7.2681,15.0811,7.242,-5.2623,5.7609,6.3639,4.4179,-1.5124,4.856,6.6498,5.195,-5.2787,3.571,4.786,2.9666,-1.7957,4.8708,5.9185,3.0326,-3.0004,3.6137,1955.03,197.89,1116.19,132.1,3333.28,339.75,0.07254,0.01136,0.04285,0.01364,180.6,847.2,22050,3.35,revving,72.6
739,Brake System Fault,-170.2924,24.5907,105.5255,16.2466,-18.6316,9.8009,16.9263,10.3388,-10.77,6.6133,14.8684,8.1383,-2.6509,9.2793,12.6746,5.8297,-7.2104,6.3518,11.3499,7.2869,-1.7901,5.469,8.4757,5.0832,0.8039,4.0534,2724.45,534.22,1752.56,308.61,4973.37,720.43,0.11443,0.01988,0.09165,0.01362,3912.2,1300.6,22050,4.04,revving,63.8
740,Engine Overheating,-184.7323,16.8674,109.8561,17.2418,-11.1408,8.7051,10.0602,8.6412,-3.9464,7.529,5.7912,6.7285,-3.1822,7.118,10.7844,5.4202,-2.0722,3.8225,8.1085,4.1652,-0.0159,5.8398,5.1018,4.498,-3.3675,3.3531,2607.62,296.21,1486.17,230.44,4069.07,509.31,0.09568,0.02354,0.05494,0.01958,3042.4,1218.6,22050,3.18,idle,77.1
741,Oil Pressure Fault,-185.7744,22.8074,107.9811,10.3741,-1.8987,9.6528,19.2713,8.9679,-3.6039,10.008,10.3324,8.098,-5.1316,7.8424,6.6385,4.8676,-3.7596,6.4694,6.0919,4.8027,-1.0458,3.6221,4.3974,4.4768,-0.4734,3.722,2157.07,242.53,1288.52,201.63,3761.26,295.7,0.07946,0.01617,0.05861,0.00951,234.6,1024.9,22050,2.51,idle,78.0
742,Brake System Fault,-169.5489,20.9812,100.0191,11.3278,-9.7111,8.5418,16.5823,12.9788,-7.2455,10.0886,17.6285,5.6402,-7.6594,8.4281,3.9929,6.9176,-6.6254,6.4902,9.4052,5.8431,-1.3747,6.6186,8.3009,4.8989,-2.092,5.6206,2551.53,338.45,1720.14,334.67,5182.95,739.16,0.10322,0.02793,0.08061,0.02655,2917.5,1312.6,22050,2.61,load,74.6
743,Oil Pressure Fault,-179.5133,15.782,109.0719,15.2269,-8.5462,6.8411,15.8766,6.0592,-11.8202,7.9721,10.5099,5.2562,-6.4273,6.1646,5.1298,4.5314,-2.0796,5.0297,8.6032,4.6816,-2.6073,4.1437,4.2549,3.1497,1.4774,5.3662,2215.75,308.42,1251.71,165.35,3811.0,379.25,0.0783,0.01971,0.05994,0.01436,1025.8,1097.2,22050,3.46,idle,60.4
744,Battery Fault,-201.5544,19.5639,115.6328,9.6247,-5.5525,7.1093,8.4899,6.5759,-4.2394,5.8018,9.3606,5.5352,-2.823,3.1744,6.2614,5.9982,-7.2412,5.1622,4.1963,4.2699,-1.2214,4.5779,4.6376,4.706,-3.2064,4.0158,1907.99,176.41,1278.65,151.64,3325.31,301.96,0.08032,0.01129,0.0535,0.01138,211.1,1224.9,22050,4.21,revving,51.3
745,Battery Fault,-201.1222,18.4032,111.1113,14.1909,-9.0809,5.8435,12.2146,4.3626,-1.6554,5.0098,6.5744,3.7825,-3.4434,3.7158,7.8673,2.8234,-2.6349,3.8049,6.0848,3.5148,2.0612,4.4616,5.6189,4.626,-2.4825,3.681,1894.66,165.82,1205.36,103.17,3416.32,228.84,0.06468,0.01179,0.04746,0.00892,151.8,441.3,22050,3.35,load,53.1
746,Brake System Fault,-173.7087,27.0811,102.3003,11.2289,-18.3508,10.9916,18.4207,9.2255,-7.9122,9.0212,13.2528,8.3282,-2.6436,8.7969,7.4441,5.6832,-4.8639,5.4976,4.0827,7.6223,-0.2287,6.5952,6.6126,6.9463,-1.5004,3.4262,2728.58,442.55,1539.59,319.89,4812.14,726.22,0.11284,0.02385,0.08118,0.02193,3823.1,1245.1,22050,3.18,revving,54.9
747,Healthy,-202.7381,17.6971,112.4443,9.5171,-7.2483,5.4212,11.1391,5.1676,-3.3483,5.1097,9.3001,3.633,-2.9597,2.9906,6.3885,4.4028,-1.3533,2.8637,4.358,2.8469,-1.9789,2.6371,4.662,2.4669,-0.198,2.2244,1711.22,213.76,1097.58,142.85,3151.88,277.07,0.06229,0.01957,0.04444,0.01343,60.3,871.7,22050,3.38,load,74.0
748,Oil Pressure Fault,-181.7794,22.0036,115.3756,12.88,-8.8916,7.5183,14.0351,5.972,-8.6057,6.2094,13.3383,7.4822,-8.4451,5.9593,8.8915,4.4287,-2.4994,5.2764,7.652,5.8548,-2.562,4.8226,3.699,4.5553,-0.4075,2.8348,2209.98,167.49,1350.29,207.82,3710.17,290.5,0.07469,0.02297,0.05616,0.01459,1316.8,2068.7,22050,4.11,idle,71.4
749,Brake System Fault,-180.0203,22.1991,105.36,14.9144,-19.9177,11.4876,8.8318,12.6259,-9.1408,8.7688,14.6504,7.2668,-10.3964,7.7336,12.572,9.2854,-3.7535,5.9603,9.1853,3.8517,-0.0718,4.4126,5.7881,6.0872,-3.15,5.7521,2788.04,305.08,1690.4,224.8,5197.59,902.87,0.12625,0.02661,0.08127,0.01902,3739.7,1045.6,22050,4.34,load,55.6
